acc_x,acc_y,acc_z,eda,bvp,hr,temp,pain_level
0.042,0.0086,-0.0212,0.969,62.8,50.1,34.44,1
0.0068,0.053,0.0225,0.011,68.9,60.6,33.92,1
0.2983,-0.0622,0.3073,0.187,70.5,69.9,33.23,1
-0.0179,0.0861,-0.0065,0.67,70.2,61.5,33.86,1
0.0238,-0.0137,-0.0407,1.152,75.7,62.0,34.51,4
-0.1429,0.0284,-0.124,0.79,70.9,73.3,33.17,2
0.3073,-0.0807,-0.6384,0.874,78.3,66.9,33.71,2
-0.2738,-0.1746,-0.3192,0.267,71.2,76.5,34.0,1
0.0328,0.0071,0.0914,0.488,66.4,56.3,34.05,1
-0.0325,-0.0233,-0.0942,0.533,81.2,64.3,34.31,2
1.1197,-0.5195,-0.5487,0.743,72.9,107.7,33.89,6
0.1921,-1.1567,0.1303,1.689,77.4,103.2,34.3,7
0.0675,-0.0265,0.0028,0.525,69.3,50.0,34.51,1
-0.0397,-0.0205,0.0337,1.207,77.9,51.3,33.61,2
-0.0364,0.3401,0.1008,2.076,70.3,69.0,34.62,6
-0.3957,0.0984,-0.229,2.34,80.5,87.1,33.9,7
0.0562,0.076,-0.0517,1.16,64.0,55.2,33.47,2
-0.1264,-0.0154,-0.0624,1.402,75.9,50.2,34.14,2
0.0033,-0.0205,0.0527,0.168,71.1,48.8,33.91,1
0.0922,0.2332,-0.4502,1.463,74.9,68.8,33.69,4
0.0977,0.0216,0.0255,1.661,66.9,55.5,34.22,4
1.0171,0.3906,0.3756,1.41,69.5,97.0,33.29,6
0.4469,-0.1619,0.6342,1.09,75.8,82.6,33.8,5
-0.5742,-0.7992,-0.7303,1.721,67.3,103.6,34.1,7
-0.042,0.0825,-0.0097,0.863,67.7,56.3,33.5,1
-0.4471,-0.0044,0.0296,1.471,66.9,77.0,32.97,5
-0.0247,-0.0768,-0.0328,0.413,75.0,57.7,34.0,1
0.6952,-0.2109,-0.7034,0.6,77.0,96.2,33.92,5
0.2018,0.4819,0.9501,0.795,71.5,101.6,33.62,5
0.0653,0.0306,-0.075,0.285,75.0,77.9,33.88,1
-0.1376,-0.1806,-0.3439,1.811,72.9,84.9,33.63,7
-0.2622,-0.127,-0.3636,0.912,69.8,72.8,33.92,3
-0.7666,-0.2597,-0.5699,0.827,80.7,95.6,33.39,5
-0.0177,0.0022,0.0828,0.083,69.9,47.8,34.23,1
2.2951,-2.9948,-0.3362,2.708,88.3,120.5,33.46,8
3.7526,0.974,-0.671,1.731,77.4,122.9,33.47,7
-2.0093,0.0959,1.2185,2.2,83.7,119.5,33.27,8
0.1993,0.2056,-2.0593,1.899,81.4,94.6,33.85,7
0.0442,0.0273,-0.0129,0.097,66.8,61.7,34.34,1
1.6343,-0.8034,-2.8989,1.809,85.7,110.3,34.01,7
-1.4241,0.6234,-0.6976,2.536,80.4,99.9,33.8,8
-0.018,-0.0416,-0.0177,0.304,69.3,57.6,34.03,1
0.3512,0.2076,-0.2406,1.983,67.4,81.9,33.54,7
0.1609,1.1194,1.8395,2.305,85.1,119.5,34.12,8
0.0288,-0.1326,0.1274,0.348,67.1,51.2,34.12,1
-0.0002,0.0398,-0.068,0.128,65.9,59.0,34.26,1
0.0202,0.3406,0.3472,0.537,70.4,73.9,33.82,2
-0.6861,0.3683,1.3194,2.266,82.9,120.3,34.33,8
0.7197,-0.4492,-0.3036,2.403,76.9,101.7,34.16,8
0.0093,-0.0092,0.0084,0.973,68.9,42.9,33.9,1
-0.0439,0.0475,0.1118,0.074,70.6,51.7,34.34,1
0.0224,0.0126,-0.0638,0.023,66.4,57.0,34.63,1
0.0094,0.0502,-0.0059,0.535,64.3,59.4,33.58,1
-0.0737,-0.0131,0.017,0.914,73.3,62.6,34.41,3
0.9373,1.0728,-0.1994,1.617,66.1,99.7,33.97,7
-0.2175,0.4889,0.4662,2.508,81.4,89.8,33.68,8
0.0195,0.1396,-0.2572,0.521,75.1,64.5,33.65,1
0.3298,-0.2404,0.5456,1.1,67.3,82.6,33.78,5
-0.0194,0.2093,-0.0499,1.498,76.0,79.5,33.79,5
0.1316,-0.0293,-0.1984,1.191,64.4,73.0,33.28,4
-0.0704,-0.4799,-0.8817,1.21,75.1,97.8,34.04,6
0.0047,-0.0273,-0.0025,0.621,57.3,53.3,33.77,1
3.3609,1.4597,1.715,2.289,86.8,111.6,34.17,8
-0.3466,-0.2222,-0.0791,1.517,66.9,72.4,33.97,5
0.0778,0.0073,0.0664,1.438,65.8,50.5,34.08,3
0.0256,-0.08,0.0281,1.765,76.4,53.1,33.95,4
0.1112,-1.3506,-0.3325,1.882,80.4,99.7,32.97,7
-0.2282,0.0394,-0.0698,0.84,72.1,76.7,33.58,3
-0.0313,-0.0274,-0.0335,0.591,62.6,63.0,34.58,1
0.325,0.1189,0.3936,1.965,75.7,94.2,33.84,7
0.0252,0.0048,-0.0345,0.099,77.6,52.6,33.65,1
-1.3288,0.4468,1.468,2.395,86.6,108.0,34.07,8
-0.0546,-0.064,0.0658,1.676,71.8,59.1,33.98,4
0.0774,0.066,-0.0532,1.521,78.8,55.8,34.04,4
2.7261,2.1542,1.4857,3.127,80.8,115.0,33.88,8
-0.0137,-0.1041,-0.004,0.527,72.3,52.0,34.15,1
-3.2418,-0.6711,1.7773,2.554,88.4,120.7,34.2,8
0.11,0.5055,0.4496,2.217,68.3,75.5,33.75,7
-0.2149,0.0659,-0.7627,1.913,78.2,75.0,33.76,6
-0.3846,0.3523,0.0908,0.418,75.0,71.1,33.49,1
-0.0148,-0.0191,0.0155,0.383,65.5,50.7,34.53,1
0.3603,-0.1775,0.0655,2.339,82.4,70.7,33.84,7
0.6317,0.2127,-0.9462,1.6,85.4,96.4,34.1,7
-0.0683,-0.0164,-0.0604,1.641,73.4,58.0,34.76,5
0.0759,-0.114,-0.0987,1.47,78.3,61.5,34.12,4
-0.0014,0.0366,-0.1197,1.308,75.2,44.3,33.89,1
-0.048,0.0484,0.0074,1.722,67.4,51.3,33.45,3
0.04,-0.0126,0.8495,1.38,71.4,73.1,33.63,4
-0.0715,-0.4847,-0.2372,2.757,78.6,93.4,33.57,8
-0.1285,0.6808,-0.244,1.695,69.9,71.8,33.63,5
0.1383,0.0597,-0.1993,1.744,76.8,77.8,33.85,6
-0.8977,1.9741,-2.6664,2.055,82.8,123.1,33.48,8
0.2268,0.1876,0.0012,1.354,73.0,78.2,33.78,5
-0.2234,-0.1523,-0.09,0.131,68.7,68.8,33.84,1
0.0537,-0.085,-0.0965,0.457,75.8,54.2,34.09,1
-0.0067,0.0322,-0.0555,0.348,67.3,52.1,34.17,1
-0.3572,-0.165,0.4559,1.774,73.2,77.7,33.12,6
-0.0065,-0.0273,-0.0144,0.395,67.7,48.0,33.52,1
0.0698,-0.0583,0.0085,0.685,76.8,53.9,33.64,1
-0.4385,0.0981,0.0358,0.378,63.9,74.7,33.53,1
0.1039,0.04,0.4468,0.522,62.4,65.2,34.46,1
-0.3981,-0.4921,0.0473,1.511,74.3,88.1,33.98,6
-0.0001,-0.0402,0.0454,0.501,72.8,47.7,33.41,1
-1.2489,0.7272,-4.3361,1.467,75.8,119.0,33.54,7
0.041,0.0145,0.0207,0.723,70.3,44.4,33.53,1
-0.2595,0.1275,1.5035,1.897,82.0,113.4,34.12,8
-0.007,-1.2867,0.8193,3.326,80.1,118.6,33.42,8
0.0525,-0.0288,0.1051,1.691,66.0,50.2,33.85,3
-1.2753,0.0825,0.8494,1.753,71.9,98.7,33.47,7
-0.0652,-0.0522,-0.0506,1.17,70.2,62.5,34.12,4
0.0315,0.051,0.0613,1.137,72.7,50.6,34.4,2
-0.0313,-0.023,0.0286,0.194,67.9,57.8,33.59,1
0.0139,0.0589,0.0732,0.071,69.6,59.3,34.05,1
0.039,0.0374,0.0658,1.455,72.6,55.2,33.76,4
1.1167,-0.5116,0.2581,1.34,83.8,98.3,33.53,6
-0.0931,0.5237,0.2055,1.197,52.8,81.1,33.58,5
0.0761,-0.064,0.0409,1.336,60.5,54.1,34.17,2
0.0256,0.3283,0.0412,1.328,80.8,103.8,34.0,7
-0.1081,0.0466,0.1164,0.703,70.6,46.2,33.99,1
0.0296,-0.0145,-0.0798,1.121,70.5,56.8,34.08,2
0.0086,0.003,-0.0143,0.396,64.7,56.2,33.92,1
0.0291,0.0621,-0.0287,0.394,74.7,55.3,33.95,1
-0.4134,0.7683,0.577,1.359,69.9,99.8,33.35,6
-0.0149,0.0584,-0.0444,1.758,70.8,58.7,34.18,5
-0.0211,-0.0833,-0.0006,0.534,63.6,53.9,33.88,1
-0.0272,0.3087,-0.3747,1.178,73.0,68.4,32.85,3
0.214,0.136,-0.2203,1.82,77.0,72.7,33.65,6
0.2407,-0.2138,-1.1617,2.102,78.1,94.0,34.05,7
-0.8065,-1.5126,0.3833,0.696,70.4,97.9,33.86,5
-0.4687,-1.2325,0.3438,2.33,80.9,96.5,33.59,8
0.1385,-1.0847,1.0959,1.888,89.3,95.3,33.6,7
-0.0716,-0.1067,-0.2659,0.254,75.1,74.3,33.81,1
-0.2171,0.0771,-0.2472,0.405,77.9,95.7,34.16,5
0.1658,-0.4116,-0.5727,2.144,79.0,96.6,33.78,8
-0.0912,0.061,-0.0425,0.892,74.6,52.0,33.9,1
-0.2929,-0.6666,-0.187,0.185,75.2,93.1,33.74,3
0.0294,0.0093,0.0666,0.03,70.5,55.7,34.52,1
-0.0479,-0.0377,-0.0033,0.576,63.0,49.5,34.11,1
0.03,0.0518,0.0175,0.499,68.0,55.1,33.7,1
-0.2791,0.2746,-0.1138,1.4,80.4,78.8,33.67,5
-0.0248,-0.0332,-0.0078,0.177,72.1,55.6,33.68,1
-0.05,-0.0096,-0.0123,1.05,66.8,59.5,34.38,3
0.0719,0.0544,-0.1748,0.316,75.6,74.8,33.51,2
1.356,0.1376,-0.7612,2.285,74.8,95.7,34.36,8
0.0773,0.0449,0.0684,1.239,66.0,59.4,34.46,3
0.036,0.1246,0.4173,0.631,72.1,81.5,33.34,3
0.0947,-0.0229,0.1015,0.185,78.4,55.1,33.93,1
0.2747,1.3006,0.7755,1.391,75.4,96.1,33.53,6
-0.4305,1.7283,0.9107,0.818,67.4,90.4,33.29,4
0.0682,0.0317,0.0156,0.345,77.9,46.4,33.99,1
0.0625,-0.1608,-0.1924,0.955,79.0,86.6,34.19,5
-0.3459,-0.003,0.326,0.985,71.9,78.6,33.73,4
-0.0416,0.0088,-0.0225,0.484,65.5,58.5,34.21,1
0.0015,0.0176,0.0336,0.655,79.3,48.2,34.53,1
0.022,0.0037,-0.0068,0.105,77.4,49.5,33.87,1
0.0298,-0.0506,0.0256,0.635,67.5,50.9,33.67,1
0.0029,0.0778,-0.0913,0.794,64.4,51.3,34.12,1
-0.1293,0.2307,1.0886,1.93,70.8,94.6,33.77,7
-0.0413,-0.0985,-0.0122,0.892,76.3,47.8,34.75,1
0.052,0.0584,0.036,0.32,67.5,54.0,33.3,1
-0.0638,0.0094,-0.0117,0.411,64.8,56.7,33.92,1
0.3152,0.4936,-0.3956,1.031,65.5,79.2,34.35,5
-0.2171,-0.1988,0.2602,1.002,74.5,78.9,33.41,4
0.9353,-0.9874,-2.3096,1.094,82.4,111.5,34.08,6
0.2322,-0.1065,0.007,1.165,72.9,78.2,33.91,5
0.051,0.0494,0.0066,1.347,64.1,52.4,34.32,2
0.1127,-0.1363,-0.3116,0.869,76.7,84.5,33.65,4
0.2385,0.1561,0.8265,1.462,70.5,97.5,33.93,7
-0.0129,-0.0211,0.07,0.104,67.5,56.2,33.94,1
0.0318,0.0201,0.0607,0.582,66.7,50.0,33.55,1
-0.0209,0.0077,-0.064,0.958,63.8,56.6,34.24,1
0.0885,0.0203,0.0084,0.63,63.9,59.3,34.16,1
0.0366,0.0829,-0.0492,0.823,63.3,51.7,34.38,1
-0.0796,0.039,-0.026,0.216,67.1,53.2,33.91,1
-0.3014,0.2035,-0.4865,1.07,79.8,81.4,33.77,5
-0.4753,-0.0084,-0.1954,0.909,79.4,75.3,34.32,4
-0.2879,0.5344,0.1899,1.655,83.0,93.6,33.82,7
-0.0747,0.0012,0.1278,1.004,72.3,51.6,34.89,2
-0.1411,0.355,-0.0608,0.218,72.3,69.9,33.58,1
0.017,-0.0557,-0.0039,0.877,74.8,53.2,33.95,1
0.0184,0.0112,0.001,1.139,75.5,63.4,34.43,4
0.0361,-0.0159,0.0394,0.382,76.0,54.4,33.79,1
0.0185,-0.2626,-0.3778,1.528,76.2,78.5,34.05,6
0.4547,0.5302,0.2599,1.61,76.0,91.1,33.44,7
0.0294,-0.5237,0.339,2.049,76.5,101.9,33.78,8
0.0301,-0.0303,0.0287,0.848,71.1,49.3,34.17,1
0.1197,-0.0181,-0.0217,2.163,69.4,52.1,33.94,5
-0.1908,0.27,-0.0116,0.731,72.8,76.5,33.73,3
0.0378,-0.0277,0.0629,1.176,80.8,55.2,33.74,2
0.0328,0.0925,-0.0529,0.864,73.1,60.3,33.91,2
-0.4432,0.0193,0.474,1.94,72.8,76.4,34.03,6
-0.0475,0.2694,-0.1349,2.277,67.6,81.1,33.75,7
-0.0257,-0.0669,0.0552,1.006,70.2,61.0,34.02,2
-0.0316,0.0219,-0.0132,0.229,64.2,56.2,34.28,1
-0.3291,0.0489,-0.7721,1.075,71.3,68.6,32.85,2
-0.3247,-0.4852,0.323,0.086,73.0,74.5,33.75,1
-0.1054,0.0577,0.0448,0.866,66.8,58.3,34.18,2
0.9392,-0.5524,0.2122,2.492,74.3,90.1,33.62,8
0.6693,1.9874,-1.8986,0.939,66.9,90.6,33.23,3
0.0214,0.0067,0.0206,0.514,70.7,55.7,33.63,1
-0.0751,-0.0276,-0.0001,1.233,73.1,52.1,33.74,3
-0.0809,0.0467,-0.5859,0.194,84.7,78.4,33.32,2
-0.8774,-1.0904,-0.642,2.099,74.1,95.0,34.19,8
-0.0022,0.0935,-0.72,1.001,73.9,77.9,33.75,3
-0.065,-0.0075,-0.0744,2.131,73.4,53.0,33.79,5
-1.1352,0.5037,-2.3335,2.445,85.0,117.6,33.31,8
0.5378,-1.2802,0.4785,1.224,81.1,91.4,33.94,6
-0.0242,-0.0812,-0.0027,0.988,68.9,47.5,33.42,1
0.0545,-0.015,0.0348,0.748,60.9,50.4,33.61,1
-0.3436,0.4307,-0.8289,0.905,74.8,93.0,33.9,5
0.0978,0.2498,0.7495,0.636,62.3,75.9,34.23,3
-0.4855,-1.5753,-0.5596,2.202,76.1,84.4,33.99,7
-1.806,0.1447,-0.1485,2.211,77.5,100.6,33.76,8
-0.0283,-0.1325,-0.1039,0.944,72.5,66.5,33.63,3
-0.0341,-0.0539,-0.0152,1.108,65.9,59.8,34.24,2
-0.0194,-0.0813,0.0432,2.321,72.5,59.6,33.9,6
-0.6319,1.1985,-0.2752,1.809,75.0,113.7,33.39,8
0.0106,-0.0732,-0.0447,0.489,70.8,56.3,34.16,1
-2.1421,0.4185,-1.7902,1.234,71.2,107.6,34.17,6
-0.4611,-0.146,-0.6226,2.747,92.4,96.0,33.52,8
-0.4075,-0.2496,-0.2261,1.028,76.0,74.2,33.98,4
0.2638,-1.0314,0.4833,1.858,68.8,101.4,33.72,7
0.0074,-0.1308,-0.0362,1.269,80.2,74.0,33.09,5
0.049,0.0185,-0.0653,0.858,70.2,50.6,34.39,1
0.4807,-0.3674,-0.3493,0.875,78.1,73.2,33.91,3
0.0031,-0.025,0.024,0.21,77.8,52.0,34.01,1
0.2246,-0.1067,-0.1942,0.486,71.3,74.5,33.67,1
-2.1686,-1.5076,-1.3979,1.266,84.5,119.4,33.65,7
0.0486,0.0727,-0.0418,0.632,62.0,49.9,34.1,1
0.6321,-1.5543,-0.3813,1.907,73.2,100.8,33.85,7
0.0713,-0.0824,-0.0291,0.974,64.4,52.5,34.17,1
0.0232,-0.0186,0.0601,0.024,57.7,55.7,33.79,1
0.0391,0.1005,-0.128,0.703,65.7,47.5,33.75,1
-0.1761,0.6114,-0.2418,1.725,73.1,68.5,34.11,5
0.0131,-0.0107,0.0258,1.339,69.0,60.8,33.59,3
0.0933,0.1419,-0.0106,0.933,68.1,53.8,33.63,1
-0.3811,0.1731,-0.0051,1.009,75.1,68.8,33.87,3
-0.0746,0.0486,-0.018,0.083,69.3,53.2,34.07,1
0.044,-0.0198,0.0422,0.54,69.4,57.3,33.93,1
0.8762,-0.0217,0.4688,2.384,74.6,103.1,33.18,8
-2.6748,-0.5222,0.71,1.499,84.6,122.1,33.67,7
0.008,-0.0917,0.057,0.391,70.8,47.1,33.89,1
0.0168,-0.2198,-0.5139,1.623,67.3,72.9,33.74,5
0.0239,-0.0,-0.0367,2.126,73.0,52.4,33.95,5
-0.0731,-0.0163,0.0069,0.131,69.9,59.8,33.74,1
-0.2866,0.0783,-0.3892,1.878,69.2,67.4,33.69,6
-0.1977,-0.5987,-0.5612,1.891,86.8,97.4,33.74,7
0.0101,-0.0376,-0.0206,0.774,75.1,59.8,34.29,2
1.5842,-6.2353,1.1006,1.777,80.9,120.4,33.46,7
0.1374,-0.3909,-0.135,2.406,83.2,97.7,33.56,8
-0.2943,0.1614,-0.0622,1.113,79.5,76.4,34.31,4
-0.0046,-0.0376,-0.0704,1.291,74.3,55.7,33.99,3
-2.5304,1.1013,1.1058,2.259,82.3,119.2,33.63,8
0.5786,0.1392,-0.0584,0.84,70.5,77.6,33.58,3
0.0558,-0.0805,0.0024,1.414,72.0,58.7,34.04,4
0.6913,0.0105,-0.2649,1.567,75.2,95.2,33.88,7
0.0007,0.0237,-0.0558,1.337,71.2,61.5,34.05,3
-0.5152,0.2579,0.1982,1.175,74.7,74.7,33.58,4
-0.7246,0.8942,0.2605,1.661,77.1,97.1,33.71,7
0.3329,0.36,-0.1407,1.315,87.9,93.9,34.31,6
-0.6931,0.0354,0.5497,1.936,68.9,95.3,33.62,7
0.4981,-0.9155,0.0045,2.263,67.0,100.5,33.64,8
-0.6169,0.2387,0.125,0.441,70.7,76.2,33.74,1
0.0586,0.0297,0.0341,0.913,76.1,57.8,33.69,2
-0.1057,-0.0381,0.0734,0.255,61.9,56.6,33.66,1
-0.2221,-0.0972,-0.0752,1.127,72.1,78.7,33.71,5
-0.1909,0.7683,0.0683,2.299,76.0,95.0,34.01,8
0.3027,1.4526,-0.0423,1.07,74.8,90.3,33.65,5
0.0177,-0.0152,-0.024,0.884,72.5,53.9,33.9,1
-0.7921,-0.8522,0.9735,1.207,73.4,86.2,32.97,5
0.7864,0.7345,0.0287,2.37,86.8,85.6,34.03,8
-0.545,-0.1408,0.0524,1.443,72.0,77.4,34.19,6
-0.1344,0.3192,0.2503,3.089,68.1,99.8,33.81,8
-0.2866,0.0012,-0.2499,0.851,74.0,64.9,33.88,2
-0.0066,-0.4312,-0.347,1.068,79.1,72.6,33.68,3
-0.0223,0.2291,-0.1486,1.359,67.9,73.1,33.66,4
0.9181,0.7439,-0.2115,1.182,79.8,96.9,34.22,6
-0.0476,0.041,-0.0638,0.684,67.9,61.5,33.69,1
0.0464,-0.6527,-0.4508,1.905,75.2,65.7,33.64,5
0.4357,-1.1233,0.5612,0.915,65.3,97.8,33.52,5
0.1134,0.0322,0.0257,0.336,68.1,54.6,33.66,1
0.0237,0.0426,0.0717,0.202,71.1,54.1,34.31,1
-0.0368,-0.9689,-0.3454,1.395,80.4,94.0,33.23,6
-0.1422,-0.3814,-0.2577,0.337,72.8,76.2,33.89,2
0.0005,-0.0128,-0.0208,2.184,62.5,51.7,34.36,5
-0.0187,-0.5237,-0.8829,1.24,77.7,99.4,33.47,6
0.0165,0.0069,-0.0227,0.853,67.5,50.4,34.43,1
-0.0723,0.0235,-0.0011,0.734,67.0,59.7,34.3,2
-0.0778,-0.0214,-0.047,0.198,68.5,43.0,33.99,1
0.0724,0.0009,0.0054,0.572,70.3,56.6,33.99,1
-0.2503,0.156,-0.3651,1.334,61.9,79.5,33.23,5
0.079,0.0163,0.0892,0.784,66.5,54.5,33.54,1
0.0973,0.0334,0.0833,1.366,74.8,63.0,33.99,4
0.3064,0.5546,-0.2146,1.285,80.6,70.9,33.97,4
-0.0449,-0.0833,-0.0914,1.004,72.5,58.4,34.13,1
-0.0416,0.003,0.0073,0.179,70.2,59.2,33.51,1
0.8877,-1.3206,-0.5381,2.094,78.8,88.5,33.78,7
-0.5669,-0.0997,0.1726,1.512,73.4,96.9,33.39,7
-0.0464,0.0526,0.0034,0.276,61.1,58.3,34.67,1
0.0152,-0.0364,0.0566,0.131,65.5,63.6,33.69,1
0.9082,-1.2992,0.1722,3.001,76.9,85.7,33.95,8
-0.2606,-0.1595,-0.1979,1.321,68.6,80.1,33.25,5
-0.049,-0.2673,-0.157,1.078,72.6,75.4,33.81,4
0.0771,0.0681,-0.2168,0.749,79.1,61.0,33.55,1
0.0562,0.0137,-0.0202,0.153,66.3,63.4,33.53,1
0.0489,-0.0195,-0.0591,0.656,69.7,46.0,34.02,1
-0.043,0.0514,-0.0258,0.938,73.8,51.1,33.84,1
-0.077,0.0859,0.0041,1.51,72.1,62.3,34.4,4
-0.4919,-0.197,-0.0797,0.135,76.0,68.2,33.63,1
-0.173,-0.1955,-0.3889,2.087,82.0,96.0,33.2,8
-0.3733,-0.8912,-1.4991,0.003,81.8,91.4,33.79,2
1.0751,0.2491,0.6256,0.377,77.3,97.9,33.64,4
-0.3471,0.0773,0.0005,0.016,68.8,72.1,33.0,1
-0.0342,-0.0287,-0.0228,0.291,75.2,47.9,33.62,1
0.1734,-0.5741,0.6139,2.006,78.7,92.6,33.92,7
-0.0156,-0.0443,-0.0925,0.295,65.6,51.5,33.87,1
-0.1316,-0.322,-0.1941,1.138,70.4,67.1,33.39,2
0.3643,-0.7308,0.7873,1.343,74.2,92.1,33.43,6
0.0233,0.203,-0.1186,0.513,69.7,78.6,33.95,2
0.0651,0.0167,0.0171,0.353,67.9,57.7,33.75,1
1.1879,0.4055,-0.2835,0.98,78.1,98.5,33.47,6
0.1299,1.6058,-0.1481,1.095,73.9,95.3,34.51,6
-1.6337,0.2952,1.104,2.675,76.5,97.0,34.32,8
0.5102,-0.717,-0.0858,1.209,80.8,93.1,33.95,6
-0.3354,0.048,-0.2171,1.273,85.2,72.1,33.59,4
0.1023,0.0867,0.0075,0.904,65.7,51.5,33.98,1
0.0741,0.03,-0.0462,0.295,66.0,52.0,33.8,1
0.2969,0.1909,-0.0257,1.553,79.0,71.6,33.22,5
0.6544,1.0293,0.3813,3.11,76.8,91.5,33.14,8
-0.06,0.0248,0.039,0.052,82.1,51.7,34.01,1
0.1368,-0.6555,0.3875,1.917,72.0,91.5,33.89,7
0.3912,0.4734,-0.649,1.811,74.6,87.3,33.65,7
-0.0438,0.0317,0.0459,0.383,66.4,52.6,34.51,1
0.0311,-0.058,-0.0469,0.983,64.4,58.7,34.35,2
-0.8324,-0.0232,-1.0233,1.494,85.5,110.2,33.9,7
-0.5603,-0.4544,0.5446,2.789,77.7,102.5,33.79,8
0.1014,-1.3167,-0.2828,3.025,72.7,100.0,33.72,8
-0.305,0.1105,-0.3443,0.12,72.9,77.4,33.88,1
0.012,-0.0264,0.022,1.264,68.2,56.8,33.78,3
-0.2101,0.6206,0.6337,1.123,84.4,100.8,33.45,6
0.0235,-0.404,0.2875,0.827,74.2,73.5,32.91,2
0.6508,-0.8325,0.2857,1.26,79.1,99.5,33.69,6
-0.2975,0.157,-0.0925,1.13,74.5,77.1,33.86,5
-0.7906,0.0951,-1.2906,1.609,77.1,88.0,33.33,6
0.2153,-0.3036,0.1457,2.355,72.0,82.0,33.68,7
-0.061,0.0464,0.038,0.407,71.7,56.8,34.22,1
0.0371,-0.0192,-0.0888,0.328,66.9,48.3,33.91,1
-0.0804,0.1776,-0.2987,0.394,64.9,75.3,34.06,1
0.031,0.1045,0.0179,0.176,69.6,53.9,34.11,1
0.028,-0.0055,0.0209,1.32,71.7,65.3,34.11,4
0.0675,1.4018,2.8082,2.246,81.1,118.8,34.03,8
0.0408,0.0101,0.0311,0.378,67.9,55.7,34.33,1
-0.0255,-0.0634,0.0045,0.483,76.9,50.6,33.58,1
1.1415,0.1565,-0.8878,2.68,83.0,118.0,33.8,8
-0.1747,-0.5661,1.1564,2.134,84.7,119.8,33.65,8
1.4009,-0.1825,0.5939,1.101,78.5,90.4,33.33,5
0.1208,0.2088,-0.2207,0.814,74.2,71.8,33.9,3
1.2162,0.0025,0.5397,2.08,83.0,119.9,33.44,8
0.2831,-0.4231,-0.4396,0.713,69.3,72.2,33.71,2
-1.4585,0.0657,0.3663,1.495,83.5,84.1,33.15,5
0.1294,-0.0517,-0.0073,0.397,63.0,51.8,34.44,1
-0.0692,-0.0884,-0.0166,1.103,68.2,61.9,34.41,3
0.2714,0.5949,-0.4438,1.525,71.3,69.4,33.73,4
1.9043,0.8406,-0.344,2.749,88.7,117.8,33.32,8
-0.0478,-0.0258,0.021,0.358,68.9,49.5,34.45,1
-0.032,0.1975,-0.1445,1.055,78.7,76.2,32.9,3
0.0137,0.0221,0.0613,1.01,66.6,53.3,34.22,1
0.3725,-0.0956,-0.6343,3.037,77.2,110.9,33.49,8
-0.6369,-0.0424,-0.1975,2.133,74.1,95.6,33.89,8
1.1272,-1.5,-0.6828,0.483,83.9,99.8,34.49,5
-0.0718,-0.0071,0.032,0.005,68.7,55.5,33.86,1
0.7808,-0.0735,1.2689,1.591,74.3,93.5,34.1,7
-0.6163,0.4256,-0.429,1.31,69.9,99.7,34.03,7
0.0236,0.0076,0.0507,0.6,61.3,49.0,34.58,1
1.1074,1.7748,3.0086,2.845,74.8,117.4,33.8,8
-0.7734,-0.2234,1.0799,1.617,80.6,106.0,34.18,7
0.3135,0.101,0.4199,1.614,84.9,122.3,33.53,8
1.3116,0.492,3.4903,2.057,90.1,118.9,33.83,8
-0.1642,0.2148,0.1783,1.353,74.2,77.1,34.02,6
-0.3466,-0.2984,-0.1382,0.999,66.0,97.2,33.7,6
-0.742,0.7648,-2.1004,2.236,86.5,118.4,33.8,8
0.0111,-0.0015,0.1045,0.063,69.9,54.0,33.99,1
0.4248,-0.0682,-0.4053,2.733,72.2,90.5,33.49,8
0.001,0.2485,0.3423,0.541,77.3,59.2,33.97,1
0.0364,0.002,0.0019,0.7,70.2,50.9,34.67,1
0.116,0.2706,-0.5102,0.761,76.3,72.9,33.73,2
-0.0126,-0.9901,-0.2422,0.252,72.2,100.7,34.07,5
-0.3059,0.251,-0.1333,0.668,71.2,80.1,33.53,3
-0.0623,-0.0417,-0.0345,0.218,78.7,50.5,34.12,1
0.1541,0.1115,0.0345,0.122,73.4,70.9,33.6,1
0.6244,0.1141,-0.5092,2.038,72.7,80.6,33.9,7
-0.0876,-0.3365,-0.3121,1.116,62.3,81.8,33.31,4
-0.0651,-1.7288,2.0447,3.876,87.1,122.4,33.61,8
-0.04,-0.0887,0.0443,1.197,70.3,44.9,33.72,1
0.2835,1.0293,0.3614,2.189,84.2,90.3,33.56,7
0.4962,-0.0053,-0.4089,1.429,71.2,70.9,33.86,4
0.0349,0.0718,0.0367,1.531,70.7,57.1,33.36,3
0.146,0.0027,-0.0372,0.163,74.3,69.5,33.7,1
0.0087,0.0421,0.0277,0.266,62.1,66.1,34.11,1
0.4695,0.1889,0.0863,1.214,71.4,66.4,34.0,4
0.3048,0.1328,0.0972,0.829,73.9,80.0,33.43,3
-2.1414,-1.4358,-2.4408,2.913,80.6,118.4,33.85,8
-0.024,-0.0024,0.0112,0.357,73.9,55.8,33.88,1
-0.0723,-0.0343,-0.0583,0.167,61.7,54.3,34.56,1
-1.2346,-1.6394,0.8426,2.443,73.4,113.5,34.01,8
0.0052,-0.0537,0.0435,0.555,74.9,60.7,33.57,1
0.5075,-0.2723,-1.4277,2.172,73.7,101.3,33.56,8
0.6293,-0.4943,0.2658,2.541,80.8,97.1,33.23,8
